,Expediente,ID de publicación en TED,Órgano de Contratación,ID del Órgano de Contratación,Estado de la Licitación,Objeto del contrato,Financiación UE,Presupuesto base de licitación sin impuestos,Valor estimado del contrato:,Tipo de Contrato:,Código CPV,Lugar de Ejecución,Sistema de contratación,Procedimiento de contratación,Tipo de tramitación,Método de presentación de la oferta,Fecha fin de presentación de oferta,Resultado,Adjudicatario,Nº de Licitadores Presentados,Importe de Adjudicación,Lote / Descripción ,Fecha fin de presentación de solicitud
205,527_2022_112,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Adquisición onerosa, por concurso público, de locales comerciales de la ciudad de A Coruña para su uso público en el ámbito de la dinamización económica y social",No hay financiación con fondos de la UE,"2,350.00 Euros","1,000,000.00 Euros",Patrimonial,70310000-Servicios de alquiler o venta de edificios.,España - A Coruña,No aplica,Abierto,Ordinaria,Electrónica,nan,Desierto,,1,Euros,No disponible,nan
206,231/2022/231,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,"Acuerdo Marco de suministro de fondos bibliográficos y audiovisuales con destino a la red municipal de bibliotecas del Ayuntamiento de A Coruña, por lotes",No hay financiación con fondos de la UE,"5,311.12 Euros","5,311.12 Euros",Suministros,"22113000-Libros para biblioteca., 32321300-Materiales audiovisuales.",España - A Coruña,Contrato basado en un Acuerdo Marco,Abierto,Ordinaria,Manual,nan,Adjudicado,Editorial Bululú SL,3,"5,311.12 Euros",No disponible,nan
207,231/2022/231,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,"Acuerdo Marco de suministro de fondos bibliográficos y audiovisuales con destino a la red municipal de bibliotecas del Ayuntamiento de A Coruña, por lotes",No hay financiación con fondos de la UE,"4,152.20 Euros","4,152.20 Euros",Suministros,"22113000-Libros para biblioteca., 32321300-Materiales audiovisuales.",España - A Coruña,Contrato basado en un Acuerdo Marco,Abierto,Ordinaria,Manual,nan,Adjudicado,"DISTRIASVY, S.L.",3,"4,152.20 Euros",No disponible,nan
208,231_2024_6,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,"Procedimiento abierto simplificado abreviado para la prestación de servicio de mantenimiento del ascensor situado en la biblioteca municipal Castrillón ubicada en la Plaza Pablo Iglesias, s/n, 15001, A Coruña.",No hay financiación con fondos de la UE,"1,382.26 Euros","5,579.79 Euros",Servicios,50750000-Servicios de mantenimiento de ascensores.,España - España,No aplica,Abierto simplificado,Ordinaria,Electrónica,10/05/2024 23:59,Adjudicado,A. Embarba S.A.,4,456.00 Euros,No disponible,nan
209,231/2022/231,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,"Acuerdo Marco de suministro de fondos bibliográficos y audiovisuales con destino a la red municipal de bibliotecas del Ayuntamiento de A Coruña, por lotes",No hay financiación con fondos de la UE,"1,431.07 Euros","1,431.07 Euros",Suministros,"22113000-Libros para biblioteca., 32321300-Materiales audiovisuales.",España - A Coruña,Contrato basado en un Acuerdo Marco,Abierto,Ordinaria,Manual,nan,Adjudicado,Librería Formatos S.L.,3,"1,431.07 Euros",No disponible,nan
210,230_2023_385,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,"Procedimiento abierto simplificado abreviado para la prestación del servicio de mantenimiento de la caldera de gas que alimenta el sistema de calefacción del edificio Domus, perteneciente a los Museos Científicos Coruñeses, así como la instalación de gas canalizado y los elementos de regulación y auxiliares de la distribución de agua caliente de climatización.",No hay financiación con fondos de la UE,"1,950.27 Euros","9,751.35 Euros",Servicios,"50531100-Servicios de reparación y mantenimiento de calderas., 50720000-Servicios de reparación y mantenimiento de calefacción central.",España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,26/04/2024 23:59,Adjudicado,"TECNOSOS GALICIA,S.L.",1,"1,905.75 Euros",No disponible,nan
211,370_2024_104,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Concierto de una operación de préstamo a largo plazo, con previa apertura de crédito con destino a la financiación de inversiones del presupuesto general del Ayuntamiento para 2024, aprobado definitivamente en Pleno el 28 de diciembre de 2023, por importe de 25.856.299,04 €",No hay financiación con fondos de la UE,"25,856,299.04 Euros","25,856,299.04 Euros",Privado,66113000-Servicios de concesión de crédito.,España - A Coruña,No aplica,Negociado con publicidad,Ordinaria,Electrónica,nan,Formalizado,BANCO DE SABADELL S.A.,6,"25,856,299.04 Euros",No disponible,nan
212,851_2023_101,c2415282-ae8d-4aeb-8649-6c19f87e19ad,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Parcialmente Resuelta,"Suministro, Servicios y Obras de Estaciones y anclajes, bicicletas con asistencia al pedaleo, un vehículo furgón eléctrico y un centro de lavado para ampliación y mejora del sistema público de alquiler de bicicletas, en el marco del Plan de Recuperación, Transformación y Resiliencia -Next Generation, financiado por la Unión Europea.","Asociado al Plan de Recuperación, Transformación y Resiliencia","2,122,314.05 Euros","2,122,314.05 Euros",Suministros,"34432000-Partes y accesorios para bicicletas., 31214500-Cuadros eléctricos., 34100000-Vehículos de motor., 34130000-Vehículos de motor para el transporte de mercancías., 34137000-Vehículos usados para el transporte de mercancías., 34144900-Vehículos eléctricos., 34422000-Bicicletas con motor auxiliar., 45223100-Montaje de estructuras metálicas., 45310000-Trabajos de instalación eléctrica., 45315300-Instalaciones de suministro de electricidad.",España - A Coruña,No aplica,Abierto,Ordinaria,Electrónica,23/10/2023 23:59,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,No disponible,nan
213,111_2023_131,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,Asistencia Técnica para la Redacción del Proyecto de Ejecución y la Dirección de Obra de la Reforma del Antiguo Mercado de Santa Lucía (financiado con los Fondos NextGeneration EU - PIREP),"Asociado al Plan de Recuperación, Transformación y Resiliencia","374,820.93 Euros","374,820.93 Euros",Servicios,71200000-Servicios de arquitectura y servicios conexos.,España - A Coruña,No aplica,Negociado sin publicidad,Ordinaria,Electrónica,nan,Formalizado,"Burgos & Garrido Arquitectos, S.L.P.",1,0.00 Euros,No disponible,nan
214,521_2021_664,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Procedimiento abierto simplificado para la contratación de las obras de reordenación del cruce entre la calle Bergondo y la Avenida Casanova de Eirís, financiado por la Unión Europea - Next Generation","Asociado al Plan de Recuperación, Transformación y Resiliencia","159,868.33 Euros","159,868.33 Euros",Obras,45233252-Trabajos de pavimentación de calles.,España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,nan,Formalizado,"Obras Ramón Cotelo, S.L.",3,"140,495.87 Euros",No disponible,nan
215,521_2022_1025,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,Obras de mejoras de accesibilidad en las paradas de autobús. Financiado con los fondos Next Generation EU,"Asociado al Plan de Recuperación, Transformación y Resiliencia","573,986.91 Euros","573,986.91 Euros",Obras,45233252-Trabajos de pavimentación de calles.,España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,nan,Formalizado,MANUEL RIVAS BOQUETE S.L.,1,"542,413.22 Euros",No disponible,nan
216,521_2022_535,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Obras de mejora de accesibilidad mediante elementos electromecánicos en calle Pintor Villar Chao, financiado con los fondos Next Generation EU","Asociado al Plan de Recuperación, Transformación y Resiliencia","357,954.28 Euros","357,954.28 Euros",Obras,45313100-Instalación de ascensores.,España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,nan,Formalizado,"PRACE, SERVICIOS Y OBRAS, S.A.",1,"338,946.91 Euros",No disponible,nan
217,211_2024_174,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,Procedimiento negociado sin publicidad para la contratación del servicio de organización del XXXVII Gran Premio Internacional de Marcha Cantones de A Coruña 2024 - Trofeo Sergio Vázquez,No hay financiación con fondos de la UE,"85,514.40 Euros","85,514.40 Euros",Servicios,92622000-Servicios de organización de espectáculos deportivos.,España - A Coruña,No aplica,Negociado sin publicidad,Ordinaria,Electrónica,nan,Formalizado,Federación Galega de Atletismo,1,"85,514.40 Euros",No disponible,nan
218,851_2023_50,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Contratación del suministro de actuaciones complementarias a la zona de bajas emisiones de A Coruña (ZBECoR), pantallas led exteriores de información de la calidad ambiental y de tráfico a la ciudadanía, con cargo a los fondos del Plan Nacional de Recuperación, Transformación y Resiliencia, financiados por la Unión Europea (Next Generation)","Asociado al Plan de Recuperación, Transformación y Resiliencia","88,158.68 Euros","88,158.68 Euros",Suministros,32351200-Pantallas.,España - A Coruña,No aplica,Abierto,Ordinaria,Electrónica,nan,Formalizado,"INUSUAL COMUNICACIÓN INNOVADORA, SL.",5,"79,207.18 Euros",No disponible,nan
219,238_2024_36,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,Procedimiento abierto simplificado abreviado para la contratación del servicio de campamento urbano juvenil para el periodo vacacional estival de verano 2024.,No hay financiación con fondos de la UE,"19,637.45 Euros","19,637.45 Euros",Servicios,"92000000-Servicios de esparcimiento, culturales y deportivos.",España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,15/03/2024 23:59,Adjudicado,Óscar Freire Gago,2,"16,100.00 Euros",No disponible,nan
220,105_2023_2844,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Realización de actividades en Espacios de compensación socioeducativa extraescolar en O Portiño y As Rañas, dentro del programa de acciones para la inclusión social de la población gitana. Por lotes.",No hay financiación con fondos de la UE,"87,264.55 Euros","191,982.02 Euros",Servicios,"85320000-Servicios sociales., 85300000-Servicios de asistencia social y servicios conexos., 85310000-Servicios de asistencia social., 85311300-Servicios de bienestar social proporcionados a niños y jóvenes., 85322000-Programa de acción municipal., 98000000-Otros servicios comunitarios, sociales o personales.",España - A Coruña,No aplica,Abierto,Ordinaria,Electrónica,nan,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,No disponible,nan
221,430_2023_10,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Contratación, por lotes, del renting de 1 vehículo eléctrico puro para el Parque Móvil (lote 1) y renting de 1 vehículo tipo furgoneta 100% eléctrica para el Servicio de Atención Ciudadana e Interior (lote 2),",No hay financiación con fondos de la UE,"73,586.84 Euros","73,586.84 Euros",Suministros,34144900-Vehículos eléctricos.,España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,nan,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,No disponible,nan
222,AD0_2024_2,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,Procedimiento abierto simplificado abreviado para la contratación del seguro de accidentes para el personal del Ayuntamiento de A Coruña,No hay financiación con fondos de la UE,"59,000.00 Euros","59,000.00 Euros",Privado,"66510000-Servicios de seguros., 66512000-Servicios de seguros de accidentes y de enfermedad., 66512100-Servicios de seguros de accidentes.",España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,09/02/2024 23:59,Adjudicado,"Helvetia Compañía Suiza, Sociedad Anónima de Seguros y Reaseguros",2,"35,439.15 Euros",No disponible,nan
223,521_2020_371,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Redacción de proyecto constructivo, dirección de obra y coordinación de seguridad y salud correspondientes a las obras del “plan de humanización y naturalización del Paseo Marítimo de A Coruña” cofinanciadas por el Fondo Europeo de Desarrollo Regional –FEDER- en el marco del programa operativo plurirregional de España 2014-2020",Fondo Europeo de Desarrollo Regional,"109,999.99 Euros","109,999.99 Euros",Servicios,"71240000-Servicios de arquitectura, ingeniería y planificación., 71242000-Elaboración de proyectos y diseños, presupuestos., 71317200-Servicios de salud y seguridad.",España - A Coruña,No aplica,Abierto,Ordinaria,Electrónica,nan,Formalizado,"CONSULTORA DE INGENIERÍA Y EMPRESA, S.L.",9,"86,767.99 Euros",No disponible,nan
224,527_2023_28,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Servicio de captación de centros, formación y organización del mercadillo, realizados en el marco del proyecto SEMENTE “una empresa en mi escuela”.",No hay financiación con fondos de la UE,"35,818.73 Euros","107,456.21 Euros",Servicios,"80510000-Servicios de formación especializada., 92330000-Servicios de zona recreativa.",España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,nan,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,No disponible,nan
225,108_2018_87,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,servicio de especialidad preventiva de medicina del trabajo a integrar en el Servicio de Prevención de Riesgos del Ayuntamiento de A Coruña,,"58,316.60 Euros","291,583.00 Euros",Servicios,85140000-Servicios varios de salud.,España - A Coruña,,Abierto,Ordinaria,Electrónica,nan,Adjudicado,QUIRON PREVENCION S.L.U,6,"41,426.31 Euros",No disponible,nan
226,231_2023_45,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,Servicios de diseño y ejecución de distintas acciones formativas para la red de bibliotecas municipales de A Coruña con el objetivo de dotar de competencias digitales a la ciudadanía.,No hay financiación con fondos de la UE,"51,473.18 Euros","205,892.72 Euros",Servicios,80000000-Servicios de enseñanza y formación.,España - A Coruña,No aplica,Abierto,Ordinaria,Electrónica,nan,Formalizado,SARARTE S.L,2,"46,468.38 Euros",No disponible,nan
227,430_2023_5 L2,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Servicio de Seguridad y Vigilancia, Control de Accesos, Suministro e Instalación, Gestión y Mantenimiento de Sistemas Electrónicos de Seguridad y de Videovigilancia, Servicio de Conexión a CRA, Servicio de Custodia de llaves en CRA y de Intervención Inmediata (ACUDA) en Edificios Municipales del Ayuntamiento de A Coruña y al IMCE y su control de calidad, por lotes. Lote 2 Deportes",No hay financiación con fondos de la UE,"8,821,927.65 Euros","10,570,379.13 Euros",Servicios,"79710000-Servicios de seguridad., 31625300-Sistemas de alarma antirrobo., 35121700-Sistemas de alarma., 50610000-Servicios de reparación y mantenimiento de equipos de seguridad., 71356200-Servicios de asistencia técnica., 71356300-Servicios de apoyo técnico., 71731000-Servicios de control de calidad industrial., 79711000-Servicios de vigilancia de sistemas de alarma., 79714000-Servicios de vigilancia.",España - A Coruña,No aplica,Abierto,Ordinaria,Electrónica,nan,Desierto,,0,Euros,No disponible,nan
228,430_2023_5 L7,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Servicio seguridad y vigilancia, control accesos, suministro e instalación, gestión y mantenimiento sistemas electrónicos de seguridad y de videovigilancia, servicio conexión a CRA, servicio de custodia de llaves en CRA y de intervención inmediata (acuda) en edificios municipales pertenecientes al Ayuntamiento de A Coruña y al IMCE y su control de calidad. Lote 7 Urbanismo, Empleo y Empresa",No hay financiación con fondos de la UE,"8,821,927.65 Euros","10,570,379.13 Euros",Servicios,"79710000-Servicios de seguridad., 31625300-Sistemas de alarma antirrobo., 35121700-Sistemas de alarma., 50610000-Servicios de reparación y mantenimiento de equipos de seguridad., 71356200-Servicios de asistencia técnica., 71356300-Servicios de apoyo técnico., 71731000-Servicios de control de calidad industrial., 79711000-Servicios de vigilancia de sistemas de alarma., 79714000-Servicios de vigilancia.",España - A Coruña,No aplica,Abierto,Ordinaria,Electrónica,nan,Formalizado,"Servicios SPR Vilanova, SL",1,1.00 Euros,No disponible,nan
